x,y,species min
528.0,528.0,0.31062034
529.0,529.0,0.6123008
530.0,530.0,0.6472819
531.0,531.0,0.856755
532.0,532.0,0.48231965
533.0,533.0,0.41586572
534.0,534.0,0.22894701
535.0,535.0,0.6780521
536.0,536.0,0.11371411
537.0,537.0,0.7051912
538.0,538.0,0.7324416
539.0,539.0,0.1372802
540.0,540.0,0.1991904
541.0,541.0,0.117370434
542.0,542.0,0.5794792
543.0,543.0,0.09921075
544.0,544.0,0.7227052
545.0,545.0,0.117721125
546.0,546.0,0.08778604
547.0,547.0,0.17067002
548.0,548.0,0.74226934
549.0,549.0,0.08217915
550.0,550.0,0.15107778
551.0,551.0,0.1885941
552.0,552.0,0.45918095
553.0,553.0,0.83427894
554.0,554.0,0.6997674
555.0,555.0,0.12601803
556.0,556.0,0.14774705
557.0,557.0,0.13738346
558.0,558.0,0.7753291
559.0,559.0,0.13905987
560.0,560.0,0.5700969
561.0,561.0,0.18212113
562.0,562.0,0.09009376
563.0,563.0,0.6087695
564.0,564.0,0.15782163
565.0,565.0,0.3931098
566.0,566.0,0.10250839
567.0,567.0,0.09192897
568.0,568.0,0.7801397
569.0,569.0,0.22339606
570.0,570.0,0.1650474
571.0,571.0,0.7742726
572.0,572.0,0.44045913
573.0,573.0,0.1607622
574.0,574.0,0.16879064
575.0,575.0,0.24284554
576.0,576.0,0.77245915
577.0,577.0,0.79720086
578.0,578.0,0.70256275
579.0,579.0,0.11158097
580.0,580.0,0.15629598
581.0,581.0,0.7489511
582.0,582.0,0.127079
583.0,583.0,0.15455
584.0,584.0,0.18486847
585.0,585.0,0.11235229
586.0,586.0,0.53597724
587.0,587.0,0.7934026
588.0,588.0,0.15489943
589.0,589.0,0.5478642
590.0,590.0,0.14519446
591.0,591.0,0.058444284
592.0,592.0,0.79088914
593.0,593.0,0.74222296
594.0,594.0,0.15086563
595.0,595.0,0.43371546
596.0,596.0,0.17536461
597.0,597.0,0.08837915
598.0,598.0,0.13943471
599.0,599.0,0.111410454
600.0,600.0,0.7033814
601.0,601.0,0.36037242
602.0,602.0,0.5482884
603.0,603.0,0.15974948
604.0,604.0,0.7707881
605.0,605.0,0.33244342
606.0,606.0,0.108766384
607.0,607.0,0.17828552
608.0,608.0,0.40164918
609.0,609.0,0.26834273
610.0,610.0,0.31604674
611.0,611.0,0.42551944
612.0,612.0,0.43946522
613.0,613.0,0.060751174
614.0,614.0,0.19709077
615.0,615.0,0.05524412
616.0,616.0,0.12078851
617.0,617.0,0.39412844
618.0,618.0,0.75773257
619.0,619.0,0.14415768
620.0,620.0,0.13355842
621.0,621.0,0.51097536
622.0,622.0,0.38969547
623.0,623.0,0.72362685
624.0,624.0,0.37835228
625.0,625.0,0.8862773
626.0,626.0,0.28547865
627.0,627.0,0.28577712
628.0,628.0,0.16359165
629.0,629.0,0.17171285
630.0,630.0,0.42008358
631.0,631.0,0.12272356
632.0,632.0,0.3144803
633.0,633.0,0.13888457
634.0,634.0,0.10489369
635.0,635.0,0.16391145
636.0,636.0,0.13660079
637.0,637.0,0.12744874
638.0,638.0,0.667838
639.0,639.0,0.66067404
640.0,640.0,0.20143256
641.0,641.0,0.1307276
642.0,642.0,0.15519775
643.0,643.0,0.78488415
644.0,644.0,0.11039347
645.0,645.0,0.6552442
646.0,646.0,0.33315676
647.0,647.0,0.10845965
648.0,648.0,0.18100204
649.0,649.0,0.77483964
650.0,650.0,0.6299092
651.0,651.0,0.09200876
652.0,652.0,0.5094971
653.0,653.0,0.6801231
654.0,654.0,0.8073787
655.0,655.0,0.24158537
656.0,656.0,0.34563294
657.0,657.0,0.47230935
658.0,658.0,0.12221767
659.0,659.0,0.18675399
660.0,660.0,0.12170686
661.0,661.0,0.11576866
662.0,662.0,0.53563935
663.0,663.0,0.23935802
664.0,664.0,0.2509162
665.0,665.0,0.16830148
666.0,666.0,0.12403098
667.0,667.0,0.1447604
668.0,668.0,0.4019503
669.0,669.0,0.7206182
670.0,670.0,0.24917872
671.0,671.0,0.8065317
672.0,672.0,0.8111943
673.0,673.0,0.124338746
674.0,674.0,0.11830939
675.0,675.0,0.69676155
676.0,676.0,0.3516982
677.0,677.0,0.5314267
678.0,678.0,0.5929449
679.0,679.0,0.21703218
680.0,680.0,0.6531742
681.0,681.0,0.07943382
682.0,682.0,0.36469883
683.0,683.0,0.84124905
684.0,684.0,0.6501917
685.0,685.0,0.88685834
686.0,686.0,0.8010119
687.0,687.0,0.30356133
688.0,688.0,0.12319241
689.0,689.0,0.66087997
690.0,690.0,0.39102322
691.0,691.0,0.5458815
